frame,video_name,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
53,31_dg_1.mp4,0.8803356,0.6033371,0.6343554,0.25875548,0.11409229,0.0,0.2105228,0.068312526,1.0,0.027936304,0.35662097,0.5773634,0.6239359,0.0,0.56314033,0.81712615,0.47499794,0.27940905,0.51503104,0.65038437
54,31_dg_1.mp4,0.9060063,0.68050474,0.6519962,0.26706094,0.13091367,0.0,0.19844492,0.6860547,1.0,0.029208997,0.24764992,0.5908241,0.5187991,0.0,0.6099204,0.736041,0.60898226,0.2549058,0.3712503,0.437913
55,31_dg_1.mp4,0.91707873,0.70650303,0.49513385,0.2696415,0.14435706,1.0,0.18021674,0.82873785,0.0,0.034826487,0.2825913,0.54168344,0.6424268,0.0,0.60132897,0.7998029,0.7137463,0.22645244,0.18537161,0.58567786
56,31_dg_1.mp4,0.8908117,0.6456092,0.6503911,0.2637266,0.107326254,0.0,0.19997719,0.6874728,1.0,0.032083593,0.21619861,0.39839196,0.5477729,0.0,0.5554199,0.760436,0.45371482,0.21236736,0.5155965,0.62791824
57,31_dg_1.mp4,0.89673376,0.7409516,0.5464455,0.21907964,0.14902195,0.0,0.18812028,0.36847264,0.0,0.031788804,0.29897606,0.7430386,0.50599647,0.0,0.56094986,0.7832619,0.15615295,0.22247493,0.43749693,0.6307853
58,31_dg_1.mp4,0.8945182,0.7000817,0.4511816,0.2569999,0.08504764,0.0,0.23299545,0.2266765,0.0,0.026466763,0.24106163,0.5838562,0.5190144,0.0,0.61420625,0.75234866,0.58803684,0.17279801,0.42539012,0.46048382
59,31_dg_1.mp4,0.8854964,0.65247375,0.37201366,0.2585404,0.09204585,0.0,0.24128087,0.41638628,1.0,0.027483681,0.2674414,0.5178991,0.48249167,0.0,0.51074445,0.7177473,0.1256534,0.15129143,0.36231437,0.46045643
60,31_dg_1.mp4,0.8871281,0.7004767,0.45102826,0.25762662,0.09485241,0.0,0.21158096,0.30610317,1.0,0.02816849,0.26847276,0.48319536,0.51822454,0.0,0.5051198,0.71687376,0.110314585,0.14960429,0.56798583,0.4675613
61,31_dg_1.mp4,0.8836072,0.67363316,0.41062352,0.2569999,0.08082719,0.0,0.22690223,0.40279466,1.0,0.029341739,0.26809883,0.438183,0.49245098,0.0,0.51441497,0.6916639,0.21991605,0.17323346,0.34446028,0.49187562
62,31_dg_1.mp4,0.90636146,0.7616036,0.53202933,0.26498526,0.11238472,1.0,0.19101392,0.47005126,0.0,0.027518753,0.30130538,0.59753895,0.50142574,0.0,0.5685238,0.76657057,0.5835545,0.29232058,0.31195492,0.6434437
63,31_dg_1.mp4,0.8908734,0.74733347,0.53710514,0.25838402,0.11438323,1.0,0.18755752,0.1029854,0.0,0.02969881,0.2810394,0.5676456,0.52358884,0.0,0.5829593,0.7999054,0.6154797,0.22318466,0.3504524,0.41460603
64,31_dg_1.mp4,0.8765074,0.75750893,0.6461394,0.26987356,0.13405941,0.0,0.17941636,0.75742626,0.0,0.033057563,0.29446965,0.49182612,0.5994026,0.0,0.6051608,0.8210701,0.66818506,0.35633835,0.48792842,0.59741014
65,31_dg_1.mp4,0.87096953,0.73869795,0.42284077,0.25698003,0.11319531,0.0,0.18587324,0.41643527,0.0,0.033007007,0.2530678,0.52069956,0.51589,0.0,0.5113788,0.7400784,0.5994847,0.36105323,0.578274,0.31348068
66,31_dg_1.mp4,0.85880506,0.72856057,0.37698147,0.26197022,0.10764614,0.0,0.20315953,0.55365694,0.0,0.039829932,0.29074606,0.5876368,0.4993266,0.0,0.5636593,0.7913193,0.37354988,0.21232742,0.4452308,0.32818258
67,31_dg_1.mp4,0.87042767,0.70781535,0.35839188,0.26862237,0.10042386,0.0,0.23947991,0.29348955,1.0,0.030619664,0.22359157,0.4638267,0.4888757,0.0,0.50372064,0.71167505,0.20486818,0.24074341,0.3022876,0.52888
68,31_dg_1.mp4,0.8859803,0.7159248,0.4179426,0.25916955,0.09814101,0.0,0.23041524,0.13129325,1.0,0.030823804,0.20200023,0.51579654,0.46188024,0.0,0.48976776,0.7406245,0.14216015,0.26248598,0.44276625,0.48984137
69,31_dg_1.mp4,0.8687838,0.6846471,0.41900158,0.2239158,0.09024828,0.0,0.22469303,0.43384695,1.0,0.032152243,0.2604091,0.30795327,0.50704193,0.0,0.42578235,0.766135,0.11432148,0.21847509,0.5640667,0.44297683
70,31_dg_1.mp4,0.88866174,0.69794625,0.4617397,0.2688428,0.12978357,0.0,0.17846769,0.29010478,1.0,0.0457198,0.29077953,0.40654662,0.6000776,0.0,0.46434116,0.76984173,0.29965657,0.2963773,0.6778963,0.4329495
71,31_dg_1.mp4,0.8939617,0.66061,0.380298,0.22334646,0.09669411,0.0,0.23895656,0.19962473,1.0,0.03423588,0.21716276,0.3727734,0.5767541,0.0,0.4815824,0.66922474,0.16146527,0.2253614,0.38051876,0.44260082
72,31_dg_1.mp4,0.8817583,0.70812494,0.40865153,0.26689708,0.11620538,0.0,0.17958447,0.1830546,0.0,0.041749533,0.23123647,0.40178785,0.49782664,0.0,0.514606,0.7379062,0.37024447,0.383694,0.510828,0.48706236
73,31_dg_1.mp4,0.8803175,0.7539506,0.51013374,0.26704344,0.09893334,0.0,0.2259489,0.34944677,0.0,0.03672343,0.24374594,0.42504132,0.54057425,0.0,0.41446227,0.7323109,0.23604344,0.26789626,0.47902635,0.37700462
74,31_dg_1.mp4,0.8877356,0.6100568,0.44172376,0.26388425,0.1005264,0.0,0.221615,0.1201139,1.0,0.03159306,0.21727823,0.58602154,0.49589598,0.0,0.44735917,0.73948926,0.03282932,0.28564602,0.3884147,0.4747245
75,31_dg_1.mp4,0.88283765,0.6042423,0.45628875,0.26768583,0.12106489,0.0,0.22741175,0.65768355,0.0,0.039355762,0.22572385,0.41060624,0.5019084,0.0,0.5289343,0.7899965,0.20343135,0.36343488,0.40544426,0.43685064
76,31_dg_1.mp4,0.8804544,0.66949135,0.4901041,0.22254184,0.12413226,0.0,0.22232178,0.62234515,0.0,0.04125669,0.28076422,0.22169906,0.52077764,0.0,0.52759826,0.78636223,0.31372368,0.20189942,0.4486196,0.4008442
77,31_dg_1.mp4,0.8763826,0.65230495,0.46480587,0.26768583,0.12094675,1.0,0.21815598,0.17123687,1.0,0.040018413,0.21837372,0.261392,0.5156116,0.0,0.46152925,0.6997897,0.24884433,0.22708488,0.36788526,0.46034798
78,31_dg_1.mp4,0.8795583,0.69073015,0.45610338,0.26768583,0.10763465,0.0,0.23712672,0.26214132,1.0,0.035739515,0.2746932,0.28384992,0.5068057,0.0,0.5015951,0.6863176,0.24483284,0.2417084,0.26329935,0.4921191
79,31_dg_1.mp4,0.8786774,0.73038745,0.5246979,0.26768583,0.120373175,0.0,0.2279969,0.44558764,1.0,0.035053894,0.28786576,0.37007487,0.5036536,0.0,0.46838495,0.68307906,0.18505622,0.16495265,0.14880402,0.41941825
80,31_dg_1.mp4,0.8947522,0.616139,0.43419558,0.2728171,0.08425015,1.0,0.23975463,0.22480631,1.0,0.023272412,0.21239589,0.50840104,0.47027108,0.0,0.41513598,0.7086047,0.027005265,0.21021749,0.31443653,0.4096624
81,31_dg_1.mp4,0.8899183,0.6880534,0.3960449,0.26361653,0.11523474,1.0,0.24101062,0.7174454,0.0,0.04223584,0.34028566,0.4391678,0.5190434,0.0,0.5778149,0.7564375,0.30828333,0.35903603,0.28536764,0.46762025
82,31_dg_1.mp4,0.89133495,0.6498952,0.34692737,0.27903712,0.08155137,1.0,0.22700499,0.11191689,1.0,0.022964794,0.15170519,0.56220716,0.47329196,0.0,0.55040216,0.67703223,0.0061054216,0.14356606,0.15641719,0.48082465
83,31_dg_1.mp4,0.8840851,0.7013185,0.38676015,0.26582202,0.12252803,1.0,0.18966511,0.80805933,1.0,0.045583457,0.30544373,0.29354352,0.5368324,0.0,0.444383,0.7985156,0.21763524,0.2488963,0.54447776,0.4022064
84,31_dg_1.mp4,0.8991218,0.6984823,0.3828911,0.25878048,0.11489522,0.0,0.17738214,0.5585419,1.0,0.046009734,0.297939,0.45143998,0.5063947,0.0,0.43969396,0.7107932,0.358964,0.41626686,0.47896388,0.41692138
85,31_dg_1.mp4,0.89723086,0.7119518,0.3263662,0.26926714,0.11813306,0.0,0.17504731,0.7211688,1.0,0.0421034,0.3189637,0.3818097,0.52399516,0.0,0.47505167,0.729261,0.22467275,0.38981766,0.55094707,0.38731834
86,31_dg_1.mp4,0.89124715,0.69842535,0.46958205,0.25723904,0.11352324,1.0,0.1966523,0.3946264,1.0,0.035613976,0.29983032,0.3377183,0.496651,0.0,0.49277446,0.73093545,0.57123536,0.31551293,0.32966763,0.41263053
87,31_dg_1.mp4,0.8839451,0.7292495,0.2762653,0.26153302,0.11756155,0.0,0.1676033,0.41563004,1.0,0.04509193,0.3220609,0.33306205,0.50153214,0.0,0.5541474,0.71766675,0.5835596,0.22983639,0.35490564,0.38005576
88,31_dg_1.mp4,0.89332294,0.667634,0.3374409,0.26658192,0.13657886,0.0,0.20967875,0.6376569,1.0,0.046888303,0.29455134,0.43588403,0.513509,0.0,0.55172217,0.7188727,0.69410896,0.3039516,0.34087107,0.35073486
89,31_dg_1.mp4,0.8770568,0.7531848,0.3888748,0.26061237,0.1104229,1.0,0.23584817,0.34811237,1.0,0.042507637,0.23087358,0.624865,0.48744673,0.0,0.40526587,0.6072529,0.679862,0.19735608,0.2195207,0.3765528
90,31_dg_1.mp4,0.88836,0.6496352,0.43420544,0.25762662,0.08009976,1.0,0.217283,0.4235733,1.0,0.029684694,0.21111538,0.2602255,0.49385586,0.0,0.4879929,0.63813055,0.515951,0.26723206,0.23218413,0.3574821
91,31_dg_1.mp4,0.8858753,0.79811084,0.3934775,0.26425388,0.109032795,0.0,0.18181928,0.33773214,1.0,0.038890794,0.23409866,0.4029705,0.4807481,0.0,0.5066607,0.79453725,0.5579667,0.38550165,0.2976972,0.35544753
92,31_dg_1.mp4,0.89053166,0.69943094,0.4839429,0.2175056,0.0829367,0.0,0.23699091,0.7080417,1.0,0.029936789,0.19099414,0.39509538,0.50842315,0.0,0.4104459,0.5160342,0.20105503,0.49080205,0.35408854,0.41599655
93,31_dg_1.mp4,0.89718586,0.7567419,0.41393983,0.25797403,0.11665692,1.0,0.21650372,0.5331506,1.0,0.03946716,0.19653486,0.5469211,0.49460933,0.0,0.5162189,0.5515148,0.5348295,0.5571906,0.32284442,0.3373788
94,31_dg_1.mp4,0.84811157,0.64208573,0.5631133,0.26420537,0.087084755,0.0,0.20597818,0.3844698,1.0,0.02273468,0.18253307,0.38601694,0.4769515,0.0,0.41961557,0.65020126,0.7016839,0.4703079,0.33871505,0.36068857
95,31_dg_1.mp4,0.89484745,0.66360605,0.38966325,0.2536103,0.092090115,0.0,0.21511926,0.2257237,1.0,0.026607597,0.17311451,0.31600922,0.46560264,0.0,0.43097094,0.6542892,0.77485704,0.36295015,0.2950744,0.29132077
96,31_dg_1.mp4,0.89458036,0.6234536,0.48825923,0.25762662,0.0942118,0.0,0.2392144,0.4557747,1.0,0.029880501,0.2314772,0.44562325,0.48250043,0.0,0.47323313,0.70445156,0.20472778,0.3088545,0.15798098,0.471442
97,31_dg_1.mp4,0.86942583,0.62230355,0.4467595,0.2196791,0.0742211,0.0,0.22558111,0.4335025,0.0,0.023356793,0.20879374,0.3027755,0.5277993,0.0,0.42330465,0.71816844,0.029476495,0.26365092,0.18368202,0.46194378
98,31_dg_1.mp4,0.8779396,0.6080914,0.44864482,0.273176,0.07924598,0.0,0.21875061,0.29856753,1.0,0.031007214,0.19923617,0.30363062,0.45168948,0.0,0.4267322,0.6489498,0.042762555,0.254111,0.23614752,0.35751736
99,31_dg_1.mp4,0.88866127,0.6270013,0.5865408,0.25791714,0.08983711,0.0,0.18683769,0.51675093,1.0,0.01706367,0.1652036,0.2784374,0.49500048,0.0,0.4879237,0.6681801,0.19869722,0.3145799,0.20566206,0.5638029
100,31_dg_1.mp4,0.86963797,0.64077,0.42315754,0.26869458,0.082103826,1.0,0.22968154,0.14575028,1.0,0.024430823,0.14341521,0.45834112,0.4520632,0.0,0.35018978,0.6181459,0.022668371,0.27308902,0.15106617,0.34612626
101,31_dg_1.mp4,0.8699824,0.6240893,0.41464671,0.2578153,0.08826593,1.0,0.22897817,0.20520653,1.0,0.023351328,0.18625158,0.28708306,0.45757145,0.0,0.38476852,0.6862777,0.3657153,0.3070544,0.14005758,0.4464904
102,31_dg_1.mp4,0.86243457,0.50974625,0.48258972,0.26184297,0.091669925,1.0,0.21093512,0.5674691,1.0,0.026377952,0.23092471,0.18956882,0.48969015,0.0,0.38423842,0.7389173,0.62888443,0.35223052,0.3577392,0.43184954
103,31_dg_1.mp4,0.8759812,0.5431655,0.39489543,0.25423157,0.12777938,0.0,0.21289712,0.42956865,1.0,0.04868156,0.29496604,0.19633406,0.49683052,0.0,0.3673719,0.6943243,0.86826503,0.209871,0.325289,0.34177363
104,31_dg_1.mp4,0.85973114,0.620169,0.6677038,0.26015133,0.0960033,0.0,0.2255039,0.30101502,1.0,0.040935844,0.2904477,0.21888934,0.4882782,0.0,0.268901,0.763254,0.08205304,0.5667129,0.264296,0.4203786
105,31_dg_1.mp4,0.8700209,0.6678738,0.5635163,0.26926714,0.11556309,0.0,0.21857655,0.54090196,1.0,0.056171488,0.22432455,0.37857544,0.53027326,0.0,0.4076626,0.80971277,0.9180087,0.57330817,0.32817894,0.4035059
106,31_dg_1.mp4,0.8877484,0.65659004,0.34067127,0.2850049,0.0960033,0.0,0.17125772,0.7542136,1.0,0.039514765,0.39429379,0.28298873,0.501831,0.0,0.38547236,0.80960125,0.22757645,0.31309983,0.28706765,0.37133995
107,31_dg_1.mp4,0.86808616,0.6554474,0.4972453,0.2610156,0.0960033,0.0,0.21302566,0.26551035,1.0,0.04411603,0.25094348,0.24151115,0.50183123,0.0,0.33376312,0.7798953,0.31180474,0.43599245,0.26770738,0.3799404
108,31_dg_1.mp4,0.8722497,0.61249584,0.42416546,0.28841394,0.094161876,0.0,0.20809035,0.3836354,1.0,0.040939167,0.3598291,0.16075838,0.55547714,0.0,0.31476387,0.8355661,0.06469576,0.2256797,0.4740491,0.49725226
109,31_dg_1.mp4,0.877326,0.6634324,0.48078838,0.43973038,0.11221453,0.0,0.13945735,0.29441687,1.0,0.049529534,0.40869045,0.26222804,0.5730749,0.0,0.49223652,0.8667178,0.509328,0.53345186,0.54350984,0.14546412
110,31_dg_1.mp4,0.88293564,0.6445303,0.47826493,0.42682305,0.11221453,0.0,0.14743705,0.36673948,1.0,0.048217334,0.3936778,0.34779897,0.5846817,0.0,0.5253839,0.8618527,0.66792434,0.5029768,0.4540856,0.12259593
111,31_dg_1.mp4,0.8846904,0.6862324,0.38475618,0.42724705,0.12262148,0.0,0.14730954,0.5772683,1.0,0.052296955,0.3353948,0.13897228,0.5058955,0.0,0.34296745,0.84081054,0.74826056,0.46103692,0.23041339,0.12280878
112,31_dg_1.mp4,0.8893769,0.6700916,0.43852454,0.28132185,0.098617174,1.0,0.22496296,0.6491991,1.0,0.042760454,0.2860592,0.15233345,0.5083646,0.0,0.3882205,0.77696824,0.464293,0.22958867,0.33505535,0.39083722
113,31_dg_1.mp4,0.8681828,0.64246273,0.3938245,0.26741648,0.12352333,0.0,0.21994746,0.7827367,1.0,0.06524209,0.3148572,0.2648032,0.50908697,0.0,0.4093754,0.8066314,0.7221724,0.42080534,0.19749635,0.46927238
114,31_dg_1.mp4,0.8661208,0.6287366,0.4612782,0.26582202,0.09305823,0.0,0.2172838,0.41951576,1.0,0.04613624,0.28201118,0.22130214,0.5108701,0.0,0.3148148,0.8188073,0.38294327,0.30450287,0.18671031,0.40416446
115,31_dg_1.mp4,0.8701325,0.70238787,0.5117379,0.29305637,0.09673098,0.0,0.2117881,0.73733974,1.0,0.044791482,0.34648767,0.34722134,0.5345913,0.0,0.39756674,0.80714685,0.6600028,0.45066297,0.24455516,0.3474738
116,31_dg_1.mp4,0.868927,0.6502333,0.38702586,0.2795882,0.098151185,0.0,0.21267927,0.6410731,0.0,0.04104417,0.33260113,0.35124713,0.5207953,0.0,0.43119106,0.7806668,0.6253713,0.41589367,0.15200764,0.39978135
117,31_dg_1.mp4,0.8850174,0.7120432,0.34655014,0.29305637,0.094161876,0.0,0.20813479,0.774316,1.0,0.0460745,0.3103844,0.25550425,0.5178706,0.0,0.4591578,0.8083191,0.77344877,0.34454396,0.22593237,0.42185828
118,31_dg_1.mp4,0.8622491,0.61010283,0.44334796,0.2662124,0.09667838,0.0,0.22975467,0.44534674,1.0,0.035249304,0.3649105,0.34049046,0.5502386,0.0,0.41312203,0.7981944,0.4401734,0.4824353,0.40377858,0.52092665
119,31_dg_1.mp4,0.86484426,0.5925195,0.34558627,0.27679276,0.098151185,0.0,0.21669114,0.60275835,1.0,0.03901002,0.3025246,0.30729812,0.52456355,0.0,0.4694001,0.77652895,0.45394036,0.3242555,0.39312616,0.47700772
120,31_dg_1.mp4,0.8831034,0.669685,0.33281654,0.23948386,0.10835617,0.0,0.20568547,0.5945599,1.0,0.04018739,0.4009129,0.37882203,0.51074076,0.0,0.4377008,0.8304546,0.48076692,0.32801408,0.44411135,0.45137122
121,31_dg_1.mp4,0.87378436,0.60995626,0.26369995,0.22257946,0.09667838,0.0,0.22457132,0.48898557,1.0,0.040746447,0.26890165,0.401337,0.57092565,0.0,0.37037602,0.7908025,0.08460115,0.2780562,0.17121375,0.5255739
122,31_dg_1.mp4,0.90263474,0.6192073,0.30125198,0.22492583,0.09429728,0.0,0.22821052,0.47991133,1.0,0.029868035,0.27689356,0.3685114,0.5720636,0.0,0.43399563,0.71468997,0.51639795,0.33240426,0.24413563,0.52922183
123,31_dg_1.mp4,0.90426904,0.6750098,0.3626342,0.26768583,0.098151185,0.0,0.21339916,0.3396846,1.0,0.0381223,0.37009764,0.29980263,0.52465737,0.0,0.47498298,0.83443636,0.42610827,0.24023856,0.23815727,0.52533185
124,31_dg_1.mp4,0.88257974,0.54717135,0.69189364,0.23097308,0.09541408,0.0,0.2375914,0.22081083,1.0,0.03190155,0.29015344,0.3389348,0.5397942,0.0,0.37753853,0.85292405,0.20419869,0.36151564,0.19326237,0.61978865
125,31_dg_1.mp4,0.8596393,0.48658508,0.56897604,0.2239158,0.093145594,1.0,0.25717878,0.24964345,1.0,0.035046607,0.28564146,0.366815,0.47818923,0.0,0.36246413,0.7805472,0.5543666,0.34143186,0.40557218,0.6246506
126,31_dg_1.mp4,0.86990887,0.5818703,0.52454054,0.24139594,0.11004685,0.0,0.24992783,0.7163546,1.0,0.035038702,0.32727057,0.4140854,0.49587733,0.0,0.39360288,0.76526994,0.37561095,0.24618052,0.33865902,0.6411693
127,31_dg_1.mp4,0.89194745,0.5540642,0.57606804,0.24669741,0.14541762,0.0,0.25290182,0.48206002,1.0,0.059028246,0.38927498,0.44083914,0.49465653,0.0,0.39773136,0.79973936,0.8827457,0.23239067,0.21947618,0.5855577
128,31_dg_1.mp4,0.88256913,0.5925316,0.263429,0.2488275,0.10557121,0.0,0.28048512,0.059870485,1.0,0.04694272,0.44685,0.4168919,0.5362188,0.0,0.4311986,0.5124435,0.5077249,0.25973725,0.11716917,0.3612904
129,31_dg_1.mp4,0.894956,0.6142332,0.719721,0.24574803,0.10517023,0.0,0.24470492,0.52261096,1.0,0.04735357,0.37960175,0.38116515,0.50618476,0.0,0.45070964,0.6745831,0.47461927,0.33493283,0.34341896,0.7508535
130,31_dg_1.mp4,0.881304,0.6047808,0.6722656,0.24499683,0.10177815,0.0,0.26859367,0.18301684,1.0,0.03480922,0.26873326,0.47686383,0.48248902,0.0,0.49939942,0.60056823,0.10211131,0.18089323,0.27586904,0.6052085
131,31_dg_1.mp4,0.87668145,0.65084916,0.619406,0.23930918,0.11170913,1.0,0.2620951,0.42856514,1.0,0.042055316,0.33263567,0.49964988,0.49899185,0.0,0.4459977,0.58178335,0.54938716,0.25334793,0.19315524,0.7451014
132,31_dg_1.mp4,0.8722063,0.5120388,0.6484422,0.22213523,0.109642155,1.0,0.25865597,0.22322163,1.0,0.03028933,0.27451962,0.44288376,0.4971535,0.0,0.49598205,0.5362268,0.40161204,0.40529063,0.1408059,0.7457332
133,31_dg_1.mp4,0.87447,0.634473,0.7608349,0.21666728,0.16783929,0.0,0.2644662,0.13076782,1.0,0.051506616,0.34102628,0.43637457,0.50752693,0.0,0.33409217,0.6566506,0.33373448,0.4365776,0.19783929,0.75847054
134,31_dg_1.mp4,0.86203754,0.68584114,0.64474,0.23945837,0.14807469,0.0,0.2604823,0.07247398,1.0,0.048448026,0.39471397,0.4764311,0.50021833,0.0,0.32575458,0.53609014,0.48380747,0.41759926,0.3309662,0.7502248
135,31_dg_1.mp4,0.8747794,0.6507922,0.6795904,0.21631756,0.15764974,0.0,0.27373454,0.08097035,1.0,0.05395799,0.43020546,0.3391997,0.52503973,0.0,0.40545654,0.5442679,0.6244965,0.23636705,0.15572359,0.79816157
136,31_dg_1.mp4,0.88571596,0.6865872,0.6081456,0.22410019,0.18155335,0.0,0.2218262,0.17406619,1.0,0.054547522,0.47638586,0.486342,0.52936375,0.0,0.33468923,0.5682865,0.29346052,0.2636539,0.14360477,0.70770377
137,31_dg_1.mp4,0.85930496,0.5956697,0.7723927,0.2182974,0.15088528,0.0,0.32077083,0.09196272,1.0,0.07427757,0.4410864,0.5721696,0.5992018,0.0,0.3039373,0.52624255,0.35823727,0.26677078,0.3019982,0.78065485
138,31_dg_1.mp4,0.8662284,0.59005255,0.7763826,0.23789226,0.18225394,1.0,0.22572754,0.08743997,1.0,0.062261358,0.41818014,0.5808971,0.5848238,0.0,0.36067605,0.6246929,0.08154467,0.25313678,0.2007548,0.7944546
139,31_dg_1.mp4,0.8489099,0.53990173,0.67969203,0.21680637,0.1797625,1.0,0.20219918,0.2698628,1.0,0.05911197,0.41131783,0.41095012,0.55728054,0.0,0.32659838,0.56810004,0.44761625,0.27815923,0.15414843,0.77336
140,31_dg_1.mp4,0.87324136,0.5024007,0.50855,0.21680637,0.14570044,1.0,0.30619407,0.11650766,1.0,0.08558559,0.42695862,0.43287903,0.5878288,0.0,0.45431232,0.66682214,0.2739699,0.28540114,0.20835575,0.78280216
141,31_dg_1.mp4,0.8826731,0.47358653,0.54719347,0.21680637,0.15006909,1.0,0.29206797,0.16848363,1.0,0.07087558,0.44283667,0.5493782,0.6157044,0.0,0.2989022,0.7275461,0.6338606,0.25326163,0.1870786,0.787268
142,31_dg_1.mp4,0.83808506,0.39832225,0.61943936,0.21779333,0.14802223,1.0,0.2956198,0.24915357,1.0,0.078402296,0.49818137,0.3847866,0.57281923,0.0,0.3711178,0.60130113,0.71753097,0.25306255,0.18417662,0.69341886
143,31_dg_1.mp4,0.8586342,0.42604527,0.5593229,0.21680637,0.19117373,1.0,0.26360348,0.036301866,1.0,0.14254643,0.48462552,0.51070976,0.51193076,0.0,0.32584763,0.6033606,0.7684616,0.3136472,0.11328778,0.81346697
144,31_dg_1.mp4,0.881366,0.39934298,0.56903255,0.21738489,0.17336184,1.0,0.316759,0.36108333,1.0,0.0489497,0.51810855,0.52206504,0.5030914,0.0,0.2734317,0.5508828,0.31724146,0.21988045,0.19704479,0.849747
145,31_dg_1.mp4,0.8782652,0.389088,0.62265885,0.21738489,0.13423935,1.0,0.32739326,0.08834199,1.0,0.052382085,0.46100157,0.51444644,0.57134247,0.0,0.26139966,0.6821535,0.4407878,0.29984885,0.09960377,0.85092175
146,31_dg_1.mp4,0.8767732,0.4272071,0.7670078,0.21738489,0.12299352,1.0,0.34092936,0.17090419,1.0,0.050444324,0.49925172,0.4163384,0.5279061,0.0,0.23130783,0.6356567,0.4226883,0.13739757,0.17192012,0.6709873
147,31_dg_1.mp4,0.8859312,0.40767926,0.67871344,0.21738489,0.1136369,0.0,0.31589484,0.28099242,1.0,0.04173236,0.43519923,0.584434,0.5294667,0.0,0.26171795,0.72937685,0.07551488,0.2247252,0.1889175,0.6401467
148,31_dg_1.mp4,0.8862874,0.42542887,0.7168277,0.21959665,0.107227184,1.0,0.30471787,0.1178152,1.0,0.03504472,0.44022226,0.48945838,0.47723272,0.0,0.24432999,0.7430443,0.4577835,0.19467418,0.1897497,0.7856198
149,31_dg_1.mp4,0.8809445,0.49961895,0.64505744,0.21959665,0.11074686,1.0,0.28154066,0.06955889,1.0,0.05324915,0.41913027,0.57305425,0.48619944,0.0,0.28341052,0.75062644,0.7967032,0.274095,0.0791821,0.8089069
150,31_dg_1.mp4,0.8760533,0.4529702,0.5056534,0.22059272,0.105196334,1.0,0.32173464,0.34928283,1.0,0.04793886,0.47589538,0.3371476,0.47288695,0.0,0.27113092,0.6874226,0.07232755,0.17981698,0.1454825,0.73038924
151,31_dg_1.mp4,0.8901738,0.49808493,0.5966061,0.21959665,0.104025625,1.0,0.32302132,0.21328591,1.0,0.03826025,0.4097584,0.36373058,0.48184028,1.0,0.32283297,0.7356421,0.14820533,0.1903358,0.1339985,0.79397523
152,31_dg_1.mp4,0.88729626,0.4119419,0.68385214,0.21738489,0.10208882,1.0,0.31216288,0.07224488,1.0,0.050338358,0.39589903,0.37990633,0.42724705,0.0,0.32745895,0.6603062,0.03680255,0.1656484,0.14200595,0.6937685
153,31_dg_1.mp4,0.88028175,0.43913344,0.27821878,0.21738489,0.13065872,1.0,0.34967074,0.08280647,1.0,0.09401976,0.46870822,0.2862805,0.534751,0.0,0.30641764,0.71977365,0.57728255,0.16438894,0.056937046,0.63168865
154,31_dg_1.mp4,0.8833034,0.41427994,0.72059476,0.22105105,0.10232214,0.0,0.30571628,0.2521847,1.0,0.038135417,0.40482098,0.34175754,0.5260833,0.0,0.30823442,0.76046884,0.1612976,0.1457606,0.15409844,0.75934327
155,31_dg_1.mp4,0.88183516,0.5112347,0.65423584,0.22105105,0.10752811,0.0,0.3177887,0.3031197,1.0,0.04349477,0.37628144,0.35867542,0.5146723,0.0,0.32333124,0.8006598,0.36877954,0.13767105,0.3509664,0.779488
156,31_dg_1.mp4,0.8852089,0.50846726,0.58694226,0.21738489,0.108417064,1.0,0.27101487,0.14348735,1.0,0.054572456,0.48856977,0.22900963,0.53088504,0.0,0.385437,0.6984764,0.02932061,0.13942964,0.12591818,0.8226597
157,31_dg_1.mp4,0.909476,0.51608014,0.6692893,0.21837372,0.1563055,0.0,0.30056733,0.18801844,1.0,0.053478733,0.4247938,0.2895997,0.5098218,0.0,0.32562035,0.7563577,0.26811764,0.1840443,0.11873546,0.81755364
158,31_dg_1.mp4,0.86420375,0.48088843,0.4587933,0.22010823,0.16486275,0.0,0.24455579,0.30597174,1.0,0.047345683,0.54139864,0.23976982,0.5013363,0.0,0.35142532,0.746025,0.017645935,0.19419944,0.08023672,0.8412786
159,31_dg_1.mp4,0.85290545,0.44179076,0.48060298,0.21803239,0.16521981,1.0,0.24279328,0.4637094,1.0,0.051282402,0.490916,0.21391591,0.49740005,0.0,0.3442413,0.7406112,0.031845924,0.16391686,0.10615518,0.81264055
160,31_dg_1.mp4,0.8756455,0.57168525,0.5608603,0.21724553,0.118925,1.0,0.29874167,0.6058672,1.0,0.04618073,0.47044167,0.38959664,0.4623242,0.0,0.4178789,0.6987228,0.056951296,0.28161138,0.067341074,0.7988823
161,31_dg_1.mp4,0.902005,0.54214114,0.43125153,0.2188788,0.16678733,0.0,0.29051372,0.4418905,1.0,0.052070104,0.5177226,0.34158474,0.55531496,0.0,0.4661926,0.80859554,0.43737173,0.24580255,0.1880172,0.7782862
162,31_dg_1.mp4,0.9078594,0.63144994,0.64894927,0.21959665,0.15118803,0.0,0.34846386,0.20884648,1.0,0.062114485,0.5831773,0.33948997,0.4996405,0.0,0.34579605,0.8149001,0.41616336,0.17481722,0.07996614,0.67659533
